character_id,fighter_banner_info.allow_cross_play,fighter_banner_info.battle_input_type,fighter_banner_info.custom_room_invite_setting,fighter_banner_info.enjoy_total_point,fighter_banner_info.favorite_character_id,fighter_banner_info.favorite_character_league_info.league_point,fighter_banner_info.favorite_character_league_info.league_rank,fighter_banner_info.favorite_character_league_info.master_league,fighter_banner_info.favorite_character_league_info.master_rating,fighter_banner_info.favorite_character_league_info.master_rating_ranking,fighter_banner_info.favorite_character_play_point.battle_hub,fighter_banner_info.favorite_character_play_point.fighting_ground,fighter_banner_info.favorite_character_play_point.world_tour,fighter_banner_info.friend_request_flag,fighter_banner_info.friendship,fighter_banner_info.home_id,fighter_banner_info.inside_rank,fighter_banner_info.is_circle_invite,fighter_banner_info.is_circle_member,fighter_banner_info.last_play_at,fighter_banner_info.main_circle.circle_id,fighter_banner_info.main_circle.circle_name,fighter_banner_info.main_circle.data_exist,fighter_banner_info.main_circle.emblem.emblem_base,fighter_banner_info.main_circle.emblem.emblem_base_color,fighter_banner_info.main_circle.emblem.emblem_frame,fighter_banner_info.main_circle.emblem.emblem_frame_color,fighter_banner_info.main_circle.emblem.emblem_pattern,fighter_banner_info.main_circle.emblem.emblem_pattern_color,fighter_banner_info.main_circle.emblem.emblem_pattern_horizontal_inversion,fighter_banner_info.main_circle.emblem.emblem_pattern_vertical_inversion,fighter_banner_info.main_circle.emblem.emblem_processing,fighter_banner_info.main_circle.emblem.emblem_symbol1,fighter_banner_info.main_circle.emblem.emblem_symbol1_clipping,fighter_banner_info.main_circle.emblem.emblem_symbol1_color,fighter_banner_info.main_circle.emblem.emblem_symbol1_horizontal_inversion,fighter_banner_info.main_circle.emblem.emblem_symbol1_vertical_inversion,fighter_banner_info.main_circle.emblem.emblem_symbol2,fighter_banner_info.main_circle.emblem.emblem_symbol2_clipping,fighter_banner_info.main_circle.emblem.emblem_symbol2_color,fighter_banner_info.main_circle.emblem.emblem_symbol2_horizontal_inversion,fighter_banner_info.main_circle.emblem.emblem_symbol2_vertical_inversion,fighter_banner_info.main_circle.leader.fighter_id,fighter_banner_info.main_circle.leader.platform_id,fighter_banner_info.main_circle.leader.short_id,fighter_banner_info.max_content_play_time.content_type,fighter_banner_info.max_content_play_time.play_time,fighter_banner_info.mobile_linkage,fighter_banner_info.online_status_info.battlehub_admission_restriction,fighter_banner_info.online_status_info.battlehub_id,fighter_banner_info.online_status_info.battlehub_platform_id,fighter_banner_info.online_status_info.battlehub_region_id,fighter_banner_info.online_status_info.battlehub_server_no,fighter_banner_info.online_status_info.custom_room_master_short_id,fighter_banner_info.online_status_info.custom_room_platform_id,fighter_banner_info.online_status_info.custom_room_publish_setting,fighter_banner_info.online_status_info.custom_room_region_id,fighter_banner_info.online_status_info.custom_room_required_network_connection_quality,fighter_banner_info.online_status_info.custom_room_required_pass_code,fighter_banner_info.online_status_info.custom_room_room_id,fighter_banner_info.online_status_info.online_status,fighter_banner_info.personal_info.fighter_id,fighter_banner_info.personal_info.platform_id,fighter_banner_info.personal_info.short_id,fighter_banner_info.personal_info.platform_name,fighter_banner_info.personal_info.platform_tool_name,fighter_banner_info.play_time_zone.end_hour,fighter_banner_info.play_time_zone.end_minute,fighter_banner_info.play_time_zone.start_hour,fighter_banner_info.play_time_zone.start_minute,fighter_banner_info.profile_comment.profile_tag_id,fighter_banner_info.profile_comment.tag_option_id,fighter_banner_info.title_plate,fighter_banner_info.favorite_character_name,fighter_banner_info.favorite_character_tool_name,fighter_banner_info.title_data.title_data_id,fighter_banner_info.title_data.title_data_grade_id,fighter_banner_info.title_data.title_data_grade_name,fighter_banner_info.title_data.title_data_plate_id,fighter_banner_info.title_data.title_data_plate_name,fighter_banner_info.title_data.title_data_val,fighter_banner_info.home_name,league_point,league_rank,master_league,master_rating_ranking,order,ranking_title_plate,rating,character_name,character_tool_name,ranking_title_data.title_data_id,ranking_title_data.title_data_grade_id,ranking_title_data.title_data_grade_name,ranking_title_data.title_data_plate_id,ranking_title_data.title_data_plate_name,ranking_title_data.title_data_val,source.page,source.ranking_type,source.locale
7,True,0,1,2805,7,799456,36,37,2232,11,1325,594615,0,False,2,999,2,True,False,1773303501,,,False,0,0,0,0,0,0,False,False,0,0,False,0,False,False,0,False,0,False,False,,0,0,2,3332535,False,0,,0,0,0,0,0,1,0,0,False,,1,三田JP,5,3059673838,Steam,steam,9,0,8,0,1,0,10001,JP,jp,10001,1,銅,122,122-8bb65d811510d0e60b605476864239,Let's Do This,Other,0,36,37,11,11,10001,2232,JP,jp,10001,1,銅,122,122-8bb65d811510d0e60b605476864239,Let's Do This,1,master,en
7,True,0,1,9149,25,400800,36,42,2015,882,40,109126,0,False,2,36,2,True,False,1773068407,708ef2ccc1a44aba9b2a97f9f574d5a6,EvoMoment1925,True,6,4,2,9,1,10,True,False,1,40085,False,9,False,False,40001,False,1,False,False,-DingChunQiu-,5,1205448799,2,2802886,False,0,,0,0,0,0,0,1,0,0,False,,1,-DingChunQiu-,5,1205448799,Steam,steam,14,30,13,30,1,0,11191,Sagat,sagat,11191,6,SPECIAL,485,485-d8e43a147a51c056dc77cea2a071cf,Angel Devil Kingdom,China,0,36,37,12,12,11191,2231,JP,jp,11191,6,SPECIAL,485,485-d8e43a147a51c056dc77cea2a071cf,Angel Devil Kingdom,1,master,en
11,True,0,1,2859,11,821341,36,37,2227,13,31025,718527,1090,False,2,85,2,True,False,1773137227,b28f71cd4b464062b629e42e39ab6548,JikohaNoKen,True,30,1,2,2,4,6,False,False,1,40004,False,9,False,False,40136,False,1,False,False,jikoha_twitch,5,2327610559,4,5432221,False,0,,0,0,0,0,0,1,0,0,False,,1,@Sycom┃zabutonn,5,2459855665,Steam,steam,10,0,9,30,12,0,10528,Dee Jay,deejay,10528,2,銀,27,27-b50d753d0d57f927f1be27c4b44830,Slowly but Surely,Japan,0,36,37,13,13,10528,2227,Dee Jay,deejay,10528,2,銀,27,27-b50d753d0d57f927f1be27c4b44830,Slowly but Surely,1,master,en
22,True,0,1,722,25,61512,36,41,1722,18619,0,8819,0,False,2,183,2,True,False,1773433856,,,False,0,0,0,0,0,0,False,False,0,0,False,0,False,False,0,False,0,False,False,,0,0,2,2577195,False,0,,0,0,0,0,0,1,0,0,False,,1,ABOOD-BBOY,5,2067988909,Steam,steam,21,0,20,0,3,2,10001,Sagat,sagat,10001,1,銅,122,122-8bb65d811510d0e60b605476864239,Let's Do This,United Arab Emirates,0,36,37,14,14,10001,2226,Akuma,gouki,10001,1,銅,122,122-8bb65d811510d0e60b605476864239,Let's Do This,1,master,en
254,True,0,1,662,19,171001,36,37,2071,465,105,34254,0,False,2,85,2,True,False,1773467682,0f813b9e2317408db5d31820429df4d0,F1ghtingArt,True,24,5,2,5,9,4,False,True,35022,40125,False,9,True,False,40082,False,1,False,False,FightingArt,2,2043358237,2,1465597,False,0,,0,0,0,0,0,1,0,0,False,,1,ランダム,5,3034704380,Steam,steam,2,0,1,30,12,0,10822,Ed,ed,10822,5,グレード5,250,250-6367d2197ba9a2ad5d61b1ff0a8455,Phase 3 Legend!,Japan,0,36,37,15,15,10822,2223,Random,random,10822,5,グレード5,250,250-6367d2197ba9a2ad5d61b1ff0a8455,Phase 3 Legend!,1,master,en
11,True,0,1,2879,11,455955,36,37,2222,16,4500,299976,0,False,2,154,2,True,False,1773386408,9ef644693eab40148a4bf61e4a3f681a,xianmsg,True,6,1,2,3,1,1,False,False,35002,40054,False,1,False,False,40152,False,1,False,False,我是贤师傅，今天求求你让我赢,5,2279746360,4,2780549,False,0,,0,0,0,0,0,1,0,0,False,,1,我是贤师傅，今天求求你让我赢,5,2279746360,Steam,steam,14,30,13,30,1,0,10001,Dee Jay,deejay,10001,1,銅,122,122-8bb65d811510d0e60b605476864239,Let's Do This,Singapore,0,36,37,16,16,10001,2222,Dee Jay,deejay,10001,1,銅,122,122-8bb65d811510d0e60b605476864239,Let's Do This,1,master,en
30,True,1,1,4827,30,323400,36,37,2221,17,100,75284,0,False,2,85,2,True,False,1773415808,cc9ee00f94ac4ab6bb63f74b258076a4,IKOMAclub,True,18,20,1,13,3,2,False,False,1,40170,False,9,False,False,40170,False,1,False,False,生駒デビル,5,3722662728,2,8218478,False,0,,0,0,0,0,0,0,0,0,False,,1,inaba,5,2521166079,Steam,steam,14,0,13,30,21,4,11207,C. Viper,cviper,11207,6,SPECIAL,501,501-860392ec51e1e43c822aea2b06b2c0,Observer,Japan,0,36,37,17,17,11207,2221,C. Viper,cviper,11207,6,SPECIAL,501,501-860392ec51e1e43c822aea2b06b2c0,Observer,1,master,en
14,True,0,1,7819,14,851939,36,37,2221,17,2783,1010851,1735,False,2,85,2,True,False,1773456589,cfd70062e53740ac8f5f9d3dde1fb002,NORTHEPTION,True,6,1,2,3,1,1,False,False,35002,40054,False,1,False,False,40152,False,1,False,False,Nth Oniki,5,1202712547,2,7457293,False,0,,0,0,0,0,0,1,0,0,False,,8,Nth＿satoru,5,1732856596,Steam,steam,12,30,12,0,7,0,11102,Rashid,rashid,11102,5,グレード5,419,419-f36493a0ef41b7081e54f1a510fa6d,Phase 10 Legend!,Japan,0,36,37,17,17,11102,2221,Rashid,rashid,11102,5,グレード5,419,419-f36493a0ef41b7081e54f1a510fa6d,Phase 10 Legend!,1,master,en
2,True,1,1,4385,2,839535,36,37,2217,19,20035,1271560,93,False,2,85,2,True,False,1772873785,6eb2c00468b14f27a23f1fcd3b7c6d72,Hardcore,True,18,7,2,9,5,17,False,False,1,40001,False,9,False,False,40169,False,4,False,False,Kamocchi,5,3169420020,2,8153605,False,0,,0,0,0,0,0,1,0,0,False,,1,kuromame,5,3274317482,Steam,steam,9,30,7,30,1,0,11102,Luke,luke,11102,5,グレード5,419,419-f36493a0ef41b7081e54f1a510fa6d,Phase 10 Legend!,Japan,0,36,37,19,19,11102,2217,Luke,luke,11102,5,グレード5,419,419-f36493a0ef41b7081e54f1a510fa6d,Phase 10 Legend!,1,master,en
1,True,0,2,26310,1,546123,36,37,2217,19,8980,166091,0,False,2,85,2,False,False,1773455387,,,False,0,0,0,0,0,0,False,False,0,0,False,0,False,False,0,False,0,False,False,,0,0,8,9731968,False,0,,0,0,0,0,0,1,0,0,False,,1,Shuto,5,1304269231,Steam,steam,14,0,13,0,2,0,10883,Ryu,ryu,10883,6,SPECIAL,274,274-6b0594efcf386caa19521417d69574,#SUSWIN,Japan,0,36,37,19,19,10883,2217,Ryu,ryu,10883,6,SPECIAL,274,274-6b0594efcf386caa19521417d69574,#SUSWIN,1,master,en
